Start Day,Start Month,Year,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),FEDFUNDS
1,6,1981,6,30,6/1/1981,6/30/1981,6/1/1981,6/30/1981,19.1
1,7,1981,7,31,7/1/1981,7/31/1981,7/1/1981,7/31/1981,19.04
1,8,1981,8,31,8/1/1981,8/31/1981,8/3/1981,8/31/1981,17.82
1,9,1981,9,30,9/1/1981,9/30/1981,9/1/1981,9/30/1981,15.87
1,10,1981,10,31,10/1/1981,10/31/1981,10/1/1981,10/30/1981,15.08
1,11,1981,11,30,11/1/1981,11/30/1981,11/2/1981,11/30/1981,13.31
1,12,1981,12,31,12/1/1981,12/31/1981,12/1/1981,12/31/1981,12.37
1,1,1982,1,31,1/1/1982,1/31/1982,1/1/1982,1/29/1982,13.22
1,2,1982,2,28,2/1/1982,2/28/1982,2/1/1982,2/26/1982,14.78
1,3,1982,3,31,3/1/1982,3/31/1982,3/1/1982,3/31/1982,14.68
1,4,1982,4,30,4/1/1982,4/30/1982,4/1/1982,4/30/1982,14.94
1,5,1982,5,31,5/1/1982,5/31/1982,5/3/1982,5/31/1982,14.45
1,6,1982,6,30,6/1/1982,6/30/1982,6/1/1982,6/30/1982,14.15
1,7,1982,7,31,7/1/1982,7/31/1982,7/1/1982,7/30/1982,12.59
1,8,1982,8,31,8/1/1982,8/31/1982,8/2/1982,8/31/1982,10.12
1,9,1982,9,30,9/1/1982,9/30/1982,9/1/1982,9/30/1982,10.31
1,10,1982,10,31,10/1/1982,10/31/1982,10/1/1982,10/29/1982,9.71
1,11,1982,11,30,11/1/1982,11/30/1982,11/1/1982,11/30/1982,9.2
1,12,1982,12,31,12/1/1982,12/31/1982,12/1/1982,12/31/1982,8.95
1,1,1983,1,31,1/1/1983,1/31/1983,1/3/1983,1/31/1983,8.68
1,2,1983,2,28,2/1/1983,2/28/1983,2/1/1983,2/28/1983,8.51
1,3,1983,3,31,3/1/1983,3/31/1983,3/1/1983,3/31/1983,8.77
1,4,1983,4,30,4/1/1983,4/30/1983,4/1/1983,4/29/1983,8.8
1,5,1983,5,31,5/1/1983,5/31/1983,5/2/1983,5/31/1983,8.63
1,6,1983,6,30,6/1/1983,6/30/1983,6/1/1983,6/30/1983,8.98
1,7,1983,7,31,7/1/1983,7/31/1983,7/1/1983,7/29/1983,9.37
1,8,1983,8,31,8/1/1983,8/31/1983,8/1/1983,8/31/1983,9.56
1,9,1983,9,30,9/1/1983,9/30/1983,9/1/1983,9/30/1983,9.45
1,10,1983,10,31,10/1/1983,10/31/1983,10/3/1983,10/31/1983,9.48
1,11,1983,11,30,11/1/1983,11/30/1983,11/1/1983,11/30/1983,9.34
1,12,1983,12,31,12/1/1983,12/31/1983,12/1/1983,12/30/1983,9.47
1,1,1984,1,31,1/1/1984,1/31/1984,1/2/1984,1/31/1984,9.56
1,2,1984,2,29,2/1/1984,2/29/1984,2/1/1984,2/29/1984,9.59
1,3,1984,3,31,3/1/1984,3/31/1984,3/1/1984,3/30/1984,9.91
1,4,1984,4,30,4/1/1984,4/30/1984,4/2/1984,4/30/1984,10.29
1,5,1984,5,31,5/1/1984,5/31/1984,5/1/1984,5/31/1984,10.32
1,6,1984,6,30,6/1/1984,6/30/1984,6/1/1984,6/29/1984,11.06
1,7,1984,7,31,7/1/1984,7/31/1984,7/2/1984,7/31/1984,11.23
1,8,1984,8,31,8/1/1984,8/31/1984,8/1/1984,8/31/1984,11.64
1,9,1984,9,30,9/1/1984,9/30/1984,9/3/1984,9/28/1984,11.3
1,10,1984,10,31,10/1/1984,10/31/1984,10/1/1984,10/31/1984,9.99
1,11,1984,11,30,11/1/1984,11/30/1984,11/1/1984,11/30/1984,9.43
1,12,1984,12,31,12/1/1984,12/31/1984,12/3/1984,12/31/1984,8.38
1,1,1985,1,31,1/1/1985,1/31/1985,1/1/1985,1/31/1985,8.35
1,2,1985,2,28,2/1/1985,2/28/1985,2/1/1985,2/28/1985,8.5
1,3,1985,3,31,3/1/1985,3/31/1985,3/1/1985,3/29/1985,8.58
1,4,1985,4,30,4/1/1985,4/30/1985,4/1/1985,4/30/1985,8.27
1,5,1985,5,31,5/1/1985,5/31/1985,5/1/1985,5/31/1985,7.97
1,6,1985,6,30,6/1/1985,6/30/1985,6/3/1985,6/28/1985,7.53
1,7,1985,7,31,7/1/1985,7/31/1985,7/1/1985,7/31/1985,7.88
1,8,1985,8,31,8/1/1985,8/31/1985,8/1/1985,8/30/1985,7.9
1,9,1985,9,30,9/1/1985,9/30/1985,9/2/1985,9/30/1985,7.92
1,10,1985,10,31,10/1/1985,10/31/1985,10/1/1985,10/31/1985,7.99
1,11,1985,11,30,11/1/1985,11/30/1985,11/1/1985,11/29/1985,8.05
1,12,1985,12,31,12/1/1985,12/31/1985,12/2/1985,12/31/1985,8.27
1,1,1986,1,31,1/1/1986,1/31/1986,1/1/1986,1/31/1986,8.14
1,2,1986,2,28,2/1/1986,2/28/1986,2/3/1986,2/28/1986,7.86
1,3,1986,3,31,3/1/1986,3/31/1986,3/3/1986,3/31/1986,7.48
1,4,1986,4,30,4/1/1986,4/30/1986,4/1/1986,4/30/1986,6.99
1,5,1986,5,31,5/1/1986,5/31/1986,5/1/1986,5/30/1986,6.85
1,6,1986,6,30,6/1/1986,6/30/1986,6/2/1986,6/30/1986,6.92
1,7,1986,7,31,7/1/1986,7/31/1986,7/1/1986,7/31/1986,6.56
1,8,1986,8,31,8/1/1986,8/31/1986,8/1/1986,8/29/1986,6.17
1,9,1986,9,30,9/1/1986,9/30/1986,9/1/1986,9/30/1986,5.89
1,10,1986,10,31,10/1/1986,10/31/1986,10/1/1986,10/31/1986,5.85
1,11,1986,11,30,11/1/1986,11/30/1986,11/3/1986,11/28/1986,6.04
1,12,1986,12,31,12/1/1986,12/31/1986,12/1/1986,12/31/1986,6.91
1,1,1987,1,31,1/1/1987,1/31/1987,1/1/1987,1/30/1987,6.43
1,2,1987,2,28,2/1/1987,2/28/1987,2/2/1987,2/27/1987,6.1
1,3,1987,3,31,3/1/1987,3/31/1987,3/2/1987,3/31/1987,6.13
1,4,1987,4,30,4/1/1987,4/30/1987,4/1/1987,4/30/1987,6.37
1,5,1987,5,31,5/1/1987,5/31/1987,5/1/1987,5/29/1987,6.85
1,6,1987,6,30,6/1/1987,6/30/1987,6/1/1987,6/30/1987,6.73
1,7,1987,7,31,7/1/1987,7/31/1987,7/1/1987,7/31/1987,6.58
1,8,1987,8,31,8/1/1987,8/31/1987,8/3/1987,8/31/1987,6.73
1,9,1987,9,30,9/1/1987,9/30/1987,9/1/1987,9/30/1987,7.22
1,10,1987,10,31,10/1/1987,10/31/1987,10/1/1987,10/30/1987,7.29
1,11,1987,11,30,11/1/1987,11/30/1987,11/2/1987,11/30/1987,6.69
1,12,1987,12,31,12/1/1987,12/31/1987,12/1/1987,12/31/1987,6.77
1,1,1988,1,31,1/1/1988,1/31/1988,1/1/1988,1/29/1988,6.83
1,2,1988,2,29,2/1/1988,2/29/1988,2/1/1988,2/29/1988,6.58
1,3,1988,3,31,3/1/1988,3/31/1988,3/1/1988,3/31/1988,6.58
1,4,1988,4,30,4/1/1988,4/30/1988,4/1/1988,4/29/1988,6.87
1,5,1988,5,31,5/1/1988,5/31/1988,5/2/1988,5/31/1988,7.09
1,6,1988,6,30,6/1/1988,6/30/1988,6/1/1988,6/30/1988,7.51
1,7,1988,7,31,7/1/1988,7/31/1988,7/1/1988,7/29/1988,7.75
1,8,1988,8,31,8/1/1988,8/31/1988,8/1/1988,8/31/1988,8.01
1,9,1988,9,30,9/1/1988,9/30/1988,9/1/1988,9/30/1988,8.19
1,10,1988,10,31,10/1/1988,10/31/1988,10/3/1988,10/31/1988,8.3
1,11,1988,11,30,11/1/1988,11/30/1988,11/1/1988,11/30/1988,8.35
1,12,1988,12,31,12/1/1988,12/31/1988,12/1/1988,12/30/1988,8.76
1,1,1989,1,31,1/1/1989,1/31/1989,1/2/1989,1/31/1989,9.12
1,2,1989,2,28,2/1/1989,2/28/1989,2/1/1989,2/28/1989,9.36
1,3,1989,3,31,3/1/1989,3/31/1989,3/1/1989,3/31/1989,9.85
1,4,1989,4,30,4/1/1989,4/30/1989,4/3/1989,4/28/1989,9.84
1,5,1989,5,31,5/1/1989,5/31/1989,5/1/1989,5/31/1989,9.81
1,6,1989,6,30,6/1/1989,6/30/1989,6/1/1989,6/30/1989,9.53
1,7,1989,7,31,7/1/1989,7/31/1989,7/3/1989,7/31/1989,9.24
1,8,1989,8,31,8/1/1989,8/31/1989,8/1/1989,8/31/1989,8.99
1,9,1989,9,30,9/1/1989,9/30/1989,9/1/1989,9/29/1989,9.02
1,10,1989,10,31,10/1/1989,10/31/1989,10/2/1989,10/31/1989,8.84
1,11,1989,11,30,11/1/1989,11/30/1989,11/1/1989,11/30/1989,8.55
1,12,1989,12,31,12/1/1989,12/31/1989,12/1/1989,12/29/1989,8.45
1,1,1990,1,31,1/1/1990,1/31/1990,1/1/1990,1/31/1990,8.23
1,2,1990,2,28,2/1/1990,2/28/1990,2/1/1990,2/28/1990,8.24
1,3,1990,3,31,3/1/1990,3/31/1990,3/1/1990,3/30/1990,8.28
1,4,1990,4,30,4/1/1990,4/30/1990,4/2/1990,4/30/1990,8.26
1,5,1990,5,31,5/1/1990,5/31/1990,5/1/1990,5/31/1990,8.18
1,6,1990,6,30,6/1/1990,6/30/1990,6/1/1990,6/29/1990,8.29
1,7,1990,7,31,7/1/1990,7/31/1990,7/2/1990,7/31/1990,8.15
1,8,1990,8,31,8/1/1990,8/31/1990,8/1/1990,8/31/1990,8.13
1,9,1990,9,30,9/1/1990,9/30/1990,9/3/1990,9/28/1990,8.2
1,10,1990,10,31,10/1/1990,10/31/1990,10/1/1990,10/31/1990,8.11
1,11,1990,11,30,11/1/1990,11/30/1990,11/1/1990,11/30/1990,7.81
1,12,1990,12,31,12/1/1990,12/31/1990,12/3/1990,12/31/1990,7.31
1,1,1991,1,31,1/1/1991,1/31/1991,1/1/1991,1/31/1991,6.91
1,2,1991,2,28,2/1/1991,2/28/1991,2/1/1991,2/28/1991,6.25
1,3,1991,3,31,3/1/1991,3/31/1991,3/1/1991,3/29/1991,6.12
1,4,1991,4,30,4/1/1991,4/30/1991,4/1/1991,4/30/1991,5.91
1,5,1991,5,31,5/1/1991,5/31/1991,5/1/1991,5/31/1991,5.78
1,6,1991,6,30,6/1/1991,6/30/1991,6/3/1991,6/28/1991,5.9
1,7,1991,7,31,7/1/1991,7/31/1991,7/1/1991,7/31/1991,5.82
1,8,1991,8,31,8/1/1991,8/31/1991,8/1/1991,8/30/1991,5.66
1,9,1991,9,30,9/1/1991,9/30/1991,9/2/1991,9/30/1991,5.45
1,10,1991,10,31,10/1/1991,10/31/1991,10/1/1991,10/31/1991,5.21
1,11,1991,11,30,11/1/1991,11/30/1991,11/1/1991,11/29/1991,4.81
1,12,1991,12,31,12/1/1991,12/31/1991,12/2/1991,12/31/1991,4.43
1,1,1992,1,31,1/1/1992,1/31/1992,1/1/1992,1/31/1992,4.03
1,2,1992,2,29,2/1/1992,2/29/1992,2/3/1992,2/28/1992,4.06
1,3,1992,3,31,3/1/1992,3/31/1992,3/2/1992,3/31/1992,3.98
1,4,1992,4,30,4/1/1992,4/30/1992,4/1/1992,4/30/1992,3.73
1,5,1992,5,31,5/1/1992,5/31/1992,5/1/1992,5/29/1992,3.82
1,6,1992,6,30,6/1/1992,6/30/1992,6/1/1992,6/30/1992,3.76
1,7,1992,7,31,7/1/1992,7/31/1992,7/1/1992,7/31/1992,3.25
1,8,1992,8,31,8/1/1992,8/31/1992,8/3/1992,8/31/1992,3.3
1,9,1992,9,30,9/1/1992,9/30/1992,9/1/1992,9/30/1992,3.22
1,10,1992,10,31,10/1/1992,10/31/1992,10/1/1992,10/30/1992,3.1
1,11,1992,11,30,11/1/1992,11/30/1992,11/2/1992,11/30/1992,3.09
1,12,1992,12,31,12/1/1992,12/31/1992,12/1/1992,12/31/1992,2.92
1,1,1993,1,31,1/1/1993,1/31/1993,1/1/1993,1/29/1993,3.02
1,2,1993,2,28,2/1/1993,2/28/1993,2/1/1993,2/26/1993,3.03
1,3,1993,3,31,3/1/1993,3/31/1993,3/1/1993,3/31/1993,3.07
1,4,1993,4,30,4/1/1993,4/30/1993,4/1/1993,4/30/1993,2.96
1,5,1993,5,31,5/1/1993,5/31/1993,5/3/1993,5/31/1993,3
1,6,1993,6,30,6/1/1993,6/30/1993,6/1/1993,6/30/1993,3.04
1,7,1993,7,31,7/1/1993,7/31/1993,7/1/1993,7/30/1993,3.06
1,8,1993,8,31,8/1/1993,8/31/1993,8/2/1993,8/31/1993,3.03
1,9,1993,9,30,9/1/1993,9/30/1993,9/1/1993,9/30/1993,3.09
1,10,1993,10,31,10/1/1993,10/31/1993,10/1/1993,10/29/1993,2.99
1,11,1993,11,30,11/1/1993,11/30/1993,11/1/1993,11/30/1993,3.02
1,12,1993,12,31,12/1/1993,12/31/1993,12/1/1993,12/31/1993,2.96
1,1,1994,1,31,1/1/1994,1/31/1994,1/3/1994,1/31/1994,3.05
1,2,1994,2,28,2/1/1994,2/28/1994,2/1/1994,2/28/1994,3.25
1,3,1994,3,31,3/1/1994,3/31/1994,3/1/1994,3/31/1994,3.34
1,4,1994,4,30,4/1/1994,4/30/1994,4/1/1994,4/29/1994,3.56
1,5,1994,5,31,5/1/1994,5/31/1994,5/2/1994,5/31/1994,4.01
1,6,1994,6,30,6/1/1994,6/30/1994,6/1/1994,6/30/1994,4.25
1,7,1994,7,31,7/1/1994,7/31/1994,7/1/1994,7/29/1994,4.26
1,8,1994,8,31,8/1/1994,8/31/1994,8/1/1994,8/31/1994,4.47
1,9,1994,9,30,9/1/1994,9/30/1994,9/1/1994,9/30/1994,4.73
1,10,1994,10,31,10/1/1994,10/31/1994,10/3/1994,10/31/1994,4.76
1,11,1994,11,30,11/1/1994,11/30/1994,11/1/1994,11/30/1994,5.29
1,12,1994,12,31,12/1/1994,12/31/1994,12/1/1994,12/30/1994,5.45
1,1,1995,1,31,1/1/1995,1/31/1995,1/2/1995,1/31/1995,5.53
1,2,1995,2,28,2/1/1995,2/28/1995,2/1/1995,2/28/1995,5.92
1,3,1995,3,31,3/1/1995,3/31/1995,3/1/1995,3/31/1995,5.98
1,4,1995,4,30,4/1/1995,4/30/1995,4/3/1995,4/28/1995,6.05
1,5,1995,5,31,5/1/1995,5/31/1995,5/1/1995,5/31/1995,6.01
1,6,1995,6,30,6/1/1995,6/30/1995,6/1/1995,6/30/1995,6
1,7,1995,7,31,7/1/1995,7/31/1995,7/3/1995,7/31/1995,5.85
1,8,1995,8,31,8/1/1995,8/31/1995,8/1/1995,8/31/1995,5.74
1,9,1995,9,30,9/1/1995,9/30/1995,9/1/1995,9/29/1995,5.8
1,10,1995,10,31,10/1/1995,10/31/1995,10/2/1995,10/31/1995,5.76
1,11,1995,11,30,11/1/1995,11/30/1995,11/1/1995,11/30/1995,5.8
1,12,1995,12,31,12/1/1995,12/31/1995,12/1/1995,12/29/1995,5.6
1,1,1996,1,31,1/1/1996,1/31/1996,1/1/1996,1/31/1996,5.56
1,2,1996,2,29,2/1/1996,2/29/1996,2/1/1996,2/29/1996,5.22
1,3,1996,3,31,3/1/1996,3/31/1996,3/1/1996,3/29/1996,5.31
1,4,1996,4,30,4/1/1996,4/30/1996,4/1/1996,4/30/1996,5.22
1,5,1996,5,31,5/1/1996,5/31/1996,5/1/1996,5/31/1996,5.24
1,6,1996,6,30,6/1/1996,6/30/1996,6/3/1996,6/28/1996,5.27
1,7,1996,7,31,7/1/1996,7/31/1996,7/1/1996,7/31/1996,5.4
1,8,1996,8,31,8/1/1996,8/31/1996,8/1/1996,8/30/1996,5.22
1,9,1996,9,30,9/1/1996,9/30/1996,9/2/1996,9/30/1996,5.3
1,10,1996,10,31,10/1/1996,10/31/1996,10/1/1996,10/31/1996,5.24
1,11,1996,11,30,11/1/1996,11/30/1996,11/1/1996,11/29/1996,5.31
1,12,1996,12,31,12/1/1996,12/31/1996,12/2/1996,12/31/1996,5.29
1,1,1997,1,31,1/1/1997,1/31/1997,1/1/1997,1/31/1997,5.25
1,2,1997,2,28,2/1/1997,2/28/1997,2/3/1997,2/28/1997,5.19
1,3,1997,3,31,3/1/1997,3/31/1997,3/3/1997,3/31/1997,5.39
1,4,1997,4,30,4/1/1997,4/30/1997,4/1/1997,4/30/1997,5.51
1,5,1997,5,31,5/1/1997,5/31/1997,5/1/1997,5/30/1997,5.5
1,6,1997,6,30,6/1/1997,6/30/1997,6/2/1997,6/30/1997,5.56
1,7,1997,7,31,7/1/1997,7/31/1997,7/1/1997,7/31/1997,5.52
1,8,1997,8,31,8/1/1997,8/31/1997,8/1/1997,8/29/1997,5.54
1,9,1997,9,30,9/1/1997,9/30/1997,9/1/1997,9/30/1997,5.54
1,10,1997,10,31,10/1/1997,10/31/1997,10/1/1997,10/31/1997,5.5
1,11,1997,11,30,11/1/1997,11/30/1997,11/3/1997,11/28/1997,5.52
1,12,1997,12,31,12/1/1997,12/31/1997,12/1/1997,12/31/1997,5.5
1,1,1998,1,31,1/1/1998,1/31/1998,1/1/1998,1/30/1998,5.56
1,2,1998,2,28,2/1/1998,2/28/1998,2/2/1998,2/27/1998,5.51
1,3,1998,3,31,3/1/1998,3/31/1998,3/2/1998,3/31/1998,5.49
1,4,1998,4,30,4/1/1998,4/30/1998,4/1/1998,4/30/1998,5.45
1,5,1998,5,31,5/1/1998,5/31/1998,5/1/1998,5/29/1998,5.49
1,6,1998,6,30,6/1/1998,6/30/1998,6/1/1998,6/30/1998,5.56
1,7,1998,7,31,7/1/1998,7/31/1998,7/1/1998,7/31/1998,5.54
1,8,1998,8,31,8/1/1998,8/31/1998,8/3/1998,8/31/1998,5.55
1,9,1998,9,30,9/1/1998,9/30/1998,9/1/1998,9/30/1998,5.51
1,10,1998,10,31,10/1/1998,10/31/1998,10/1/1998,10/30/1998,5.07
1,11,1998,11,30,11/1/1998,11/30/1998,11/2/1998,11/30/1998,4.83
1,12,1998,12,31,12/1/1998,12/31/1998,12/1/1998,12/31/1998,4.68
1,1,1999,1,31,1/1/1999,1/31/1999,1/1/1999,1/29/1999,4.63
1,2,1999,2,28,2/1/1999,2/28/1999,2/1/1999,2/26/1999,4.76
1,3,1999,3,31,3/1/1999,3/31/1999,3/1/1999,3/31/1999,4.81
1,4,1999,4,30,4/1/1999,4/30/1999,4/1/1999,4/30/1999,4.74
1,5,1999,5,31,5/1/1999,5/31/1999,5/3/1999,5/31/1999,4.74
1,6,1999,6,30,6/1/1999,6/30/1999,6/1/1999,6/30/1999,4.76
1,7,1999,7,31,7/1/1999,7/31/1999,7/1/1999,7/30/1999,4.99
1,8,1999,8,31,8/1/1999,8/31/1999,8/2/1999,8/31/1999,5.07
1,9,1999,9,30,9/1/1999,9/30/1999,9/1/1999,9/30/1999,5.22
1,10,1999,10,31,10/1/1999,10/31/1999,10/1/1999,10/29/1999,5.2
1,11,1999,11,30,11/1/1999,11/30/1999,11/1/1999,11/30/1999,5.42
1,12,1999,12,31,12/1/1999,12/31/1999,12/1/1999,12/31/1999,5.3
1,1,2000,1,31,1/1/2000,1/31/2000,1/3/2000,1/31/2000,5.45
1,2,2000,2,29,2/1/2000,2/29/2000,2/1/2000,2/29/2000,5.73
1,3,2000,3,31,3/1/2000,3/31/2000,3/1/2000,3/31/2000,5.85
1,4,2000,4,30,4/1/2000,4/30/2000,4/3/2000,4/28/2000,6.02
1,5,2000,5,31,5/1/2000,5/31/2000,5/1/2000,5/31/2000,6.27
1,6,2000,6,30,6/1/2000,6/30/2000,6/1/2000,6/30/2000,6.53
1,7,2000,7,31,7/1/2000,7/31/2000,7/3/2000,7/31/2000,6.54
1,8,2000,8,31,8/1/2000,8/31/2000,8/1/2000,8/31/2000,6.5
1,9,2000,9,30,9/1/2000,9/30/2000,9/1/2000,9/29/2000,6.52
1,10,2000,10,31,10/1/2000,10/31/2000,10/2/2000,10/31/2000,6.51
1,11,2000,11,30,11/1/2000,11/30/2000,11/1/2000,11/30/2000,6.51
1,12,2000,12,31,12/1/2000,12/31/2000,12/1/2000,12/29/2000,6.4
1,1,2001,1,31,1/1/2001,1/31/2001,1/1/2001,1/31/2001,5.98
1,2,2001,2,28,2/1/2001,2/28/2001,2/1/2001,2/28/2001,5.49
1,3,2001,3,31,3/1/2001,3/31/2001,3/1/2001,3/30/2001,5.31
1,4,2001,4,30,4/1/2001,4/30/2001,4/2/2001,4/30/2001,4.8
1,5,2001,5,31,5/1/2001,5/31/2001,5/1/2001,5/31/2001,4.21
1,6,2001,6,30,6/1/2001,6/30/2001,6/1/2001,6/29/2001,3.97
1,7,2001,7,31,7/1/2001,7/31/2001,7/2/2001,7/31/2001,3.77
1,8,2001,8,31,8/1/2001,8/31/2001,8/1/2001,8/31/2001,3.65
1,9,2001,9,30,9/1/2001,9/30/2001,9/3/2001,9/28/2001,3.07
1,10,2001,10,31,10/1/2001,10/31/2001,10/1/2001,10/31/2001,2.49
1,11,2001,11,30,11/1/2001,11/30/2001,11/1/2001,11/30/2001,2.09
1,12,2001,12,31,12/1/2001,12/31/2001,12/3/2001,12/31/2001,1.82
1,1,2002,1,31,1/1/2002,1/31/2002,1/1/2002,1/31/2002,1.73
1,2,2002,2,28,2/1/2002,2/28/2002,2/1/2002,2/28/2002,1.74
1,3,2002,3,31,3/1/2002,3/31/2002,3/1/2002,3/29/2002,1.73
1,4,2002,4,30,4/1/2002,4/30/2002,4/1/2002,4/30/2002,1.75
1,5,2002,5,31,5/1/2002,5/31/2002,5/1/2002,5/31/2002,1.75
1,6,2002,6,30,6/1/2002,6/30/2002,6/3/2002,6/28/2002,1.75
1,7,2002,7,31,7/1/2002,7/31/2002,7/1/2002,7/31/2002,1.73
1,8,2002,8,31,8/1/2002,8/31/2002,8/1/2002,8/30/2002,1.74
1,9,2002,9,30,9/1/2002,9/30/2002,9/2/2002,9/30/2002,1.75
1,10,2002,10,31,10/1/2002,10/31/2002,10/1/2002,10/31/2002,1.75
1,11,2002,11,30,11/1/2002,11/30/2002,11/1/2002,11/29/2002,1.34
1,12,2002,12,31,12/1/2002,12/31/2002,12/2/2002,12/31/2002,1.24
1,1,2003,1,31,1/1/2003,1/31/2003,1/1/2003,1/31/2003,1.24
1,2,2003,2,28,2/1/2003,2/28/2003,2/3/2003,2/28/2003,1.26
1,3,2003,3,31,3/1/2003,3/31/2003,3/3/2003,3/31/2003,1.25
1,4,2003,4,30,4/1/2003,4/30/2003,4/1/2003,4/30/2003,1.26
1,5,2003,5,31,5/1/2003,5/31/2003,5/1/2003,5/30/2003,1.26
1,6,2003,6,30,6/1/2003,6/30/2003,6/2/2003,6/30/2003,1.22
1,7,2003,7,31,7/1/2003,7/31/2003,7/1/2003,7/31/2003,1.01
1,8,2003,8,31,8/1/2003,8/31/2003,8/1/2003,8/29/2003,1.03
1,9,2003,9,30,9/1/2003,9/30/2003,9/1/2003,9/30/2003,1.01
1,10,2003,10,31,10/1/2003,10/31/2003,10/1/2003,10/31/2003,1.01
1,11,2003,11,30,11/1/2003,11/30/2003,11/3/2003,11/28/2003,1
1,12,2003,12,31,12/1/2003,12/31/2003,12/1/2003,12/31/2003,0.98
1,1,2004,1,31,1/1/2004,1/31/2004,1/1/2004,1/30/2004,1
1,2,2004,2,29,2/1/2004,2/29/2004,2/2/2004,2/27/2004,1.01
1,3,2004,3,31,3/1/2004,3/31/2004,3/1/2004,3/31/2004,1
1,4,2004,4,30,4/1/2004,4/30/2004,4/1/2004,4/30/2004,1
1,5,2004,5,31,5/1/2004,5/31/2004,5/3/2004,5/31/2004,1
1,6,2004,6,30,6/1/2004,6/30/2004,6/1/2004,6/30/2004,1.03
1,7,2004,7,31,7/1/2004,7/31/2004,7/1/2004,7/30/2004,1.26
1,8,2004,8,31,8/1/2004,8/31/2004,8/2/2004,8/31/2004,1.43
1,9,2004,9,30,9/1/2004,9/30/2004,9/1/2004,9/30/2004,1.61
1,10,2004,10,31,10/1/2004,10/31/2004,10/1/2004,10/29/2004,1.76
1,11,2004,11,30,11/1/2004,11/30/2004,11/1/2004,11/30/2004,1.93
1,12,2004,12,31,12/1/2004,12/31/2004,12/1/2004,12/31/2004,2.16
1,1,2005,1,31,1/1/2005,1/31/2005,1/3/2005,1/31/2005,2.28
1,2,2005,2,28,2/1/2005,2/28/2005,2/1/2005,2/28/2005,2.5
1,3,2005,3,31,3/1/2005,3/31/2005,3/1/2005,3/31/2005,2.63
1,4,2005,4,30,4/1/2005,4/30/2005,4/1/2005,4/29/2005,2.79
1,5,2005,5,31,5/1/2005,5/31/2005,5/2/2005,5/31/2005,3
1,6,2005,6,30,6/1/2005,6/30/2005,6/1/2005,6/30/2005,3.04
1,7,2005,7,31,7/1/2005,7/31/2005,7/1/2005,7/29/2005,3.26
1,8,2005,8,31,8/1/2005,8/31/2005,8/1/2005,8/31/2005,3.5
1,9,2005,9,30,9/1/2005,9/30/2005,9/1/2005,9/30/2005,3.62
1,10,2005,10,31,10/1/2005,10/31/2005,10/3/2005,10/31/2005,3.78
1,11,2005,11,30,11/1/2005,11/30/2005,11/1/2005,11/30/2005,4
1,12,2005,12,31,12/1/2005,12/31/2005,12/1/2005,12/30/2005,4.16
1,1,2006,1,31,1/1/2006,1/31/2006,1/2/2006,1/31/2006,4.29
1,2,2006,2,28,2/1/2006,2/28/2006,2/1/2006,2/28/2006,4.49
1,3,2006,3,31,3/1/2006,3/31/2006,3/1/2006,3/31/2006,4.59
1,4,2006,4,30,4/1/2006,4/30/2006,4/3/2006,4/28/2006,4.79
1,5,2006,5,31,5/1/2006,5/31/2006,5/1/2006,5/31/2006,4.94
1,6,2006,6,30,6/1/2006,6/30/2006,6/1/2006,6/30/2006,4.99
1,7,2006,7,31,7/1/2006,7/31/2006,7/3/2006,7/31/2006,5.24
1,8,2006,8,31,8/1/2006,8/31/2006,8/1/2006,8/31/2006,5.25
1,9,2006,9,30,9/1/2006,9/30/2006,9/1/2006,9/29/2006,5.25
1,10,2006,10,31,10/1/2006,10/31/2006,10/2/2006,10/31/2006,5.25
1,11,2006,11,30,11/1/2006,11/30/2006,11/1/2006,11/30/2006,5.25
1,12,2006,12,31,12/1/2006,12/31/2006,12/1/2006,12/29/2006,5.24
1,1,2007,1,31,1/1/2007,1/31/2007,1/1/2007,1/31/2007,5.25
1,2,2007,2,28,2/1/2007,2/28/2007,2/1/2007,2/28/2007,5.26
1,3,2007,3,31,3/1/2007,3/31/2007,3/1/2007,3/30/2007,5.26
1,4,2007,4,30,4/1/2007,4/30/2007,4/2/2007,4/30/2007,5.25
1,5,2007,5,31,5/1/2007,5/31/2007,5/1/2007,5/31/2007,5.25
1,6,2007,6,30,6/1/2007,6/30/2007,6/1/2007,6/29/2007,5.25
1,7,2007,7,31,7/1/2007,7/31/2007,7/2/2007,7/31/2007,5.26
1,8,2007,8,31,8/1/2007,8/31/2007,8/1/2007,8/31/2007,5.02
1,9,2007,9,30,9/1/2007,9/30/2007,9/3/2007,9/28/2007,4.94
1,10,2007,10,31,10/1/2007,10/31/2007,10/1/2007,10/31/2007,4.76
1,11,2007,11,30,11/1/2007,11/30/2007,11/1/2007,11/30/2007,4.49
1,12,2007,12,31,12/1/2007,12/31/2007,12/3/2007,12/31/2007,4.24
1,1,2008,1,31,1/1/2008,1/31/2008,1/1/2008,1/31/2008,3.94
1,2,2008,2,29,2/1/2008,2/29/2008,2/1/2008,2/29/2008,2.98
1,3,2008,3,31,3/1/2008,3/31/2008,3/3/2008,3/31/2008,2.61
1,4,2008,4,30,4/1/2008,4/30/2008,4/1/2008,4/30/2008,2.28
1,5,2008,5,31,5/1/2008,5/31/2008,5/1/2008,5/30/2008,1.98
