"Date","Price","Open","High","Low","Change %"
"Dec 29, 2020","0.938","0.940","0.945","0.936","1.61%"
"Dec 28, 2020","0.923","0.940","0.963","0.923","-1.59%"
"Dec 27, 2020","0.938","0.936","0.938","0.936","1.25%"
"Dec 24, 2020","0.926","0.951","0.955","0.921","-1.93%"
"Dec 23, 2020","0.945","0.918","0.973","0.903","2.53%"
"Dec 22, 2020","0.921","0.935","0.940","0.915","-1.77%"
"Dec 21, 2020","0.938","0.938","0.948","0.882","0.00%"
"Dec 20, 2020","0.938","0.936","0.938","0.936","-0.71%"
"Dec 18, 2020","0.945","0.931","0.951","0.915","1.07%"
"Dec 17, 2020","0.935","0.920","0.945","0.891","1.63%"
"Dec 16, 2020","0.920","0.911","0.955","0.901","0.91%"
"Dec 15, 2020","0.911","0.898","0.925","0.885","1.47%"
"Dec 14, 2020","0.898","0.911","0.939","0.888","-1.28%"
"Dec 13, 2020","0.910","0.908","0.910","0.908","1.48%"
"Dec 11, 2020","0.896","0.910","0.915","0.873","-1.09%"
"Dec 10, 2020","0.906","0.926","0.941","0.905","-3.35%"
"Dec 09, 2020","0.938","0.931","0.959","0.924","1.79%"
"Dec 08, 2020","0.921","0.928","0.941","0.893","-0.71%"
"Dec 07, 2020","0.928","0.974","0.974","0.924","-4.60%"
"Dec 04, 2020","0.973","0.910","0.986","0.901","6.73%"
"Dec 03, 2020","0.911","0.936","0.946","0.901","-2.82%"
"Dec 02, 2020","0.938","0.923","0.966","0.911","0.89%"
"Dec 01, 2020","0.929","0.847","0.938","0.834","10.34%"
"Nov 30, 2020","0.842","0.845","0.860","0.831","-0.19%"
"Nov 29, 2020","0.844","0.845","0.845","0.844","0.19%"
"Nov 27, 2020","0.842","0.859","0.868","0.839","-1.91%"
"Nov 26, 2020","0.859","0.855","0.859","0.855","-2.61%"
"Nov 25, 2020","0.882","0.887","0.900","0.855","-0.36%"
"Nov 24, 2020","0.885","0.872","0.888","0.854","3.05%"
"Nov 23, 2020","0.859","0.832","0.862","0.826","4.16%"
"Nov 22, 2020","0.824","0.824","0.824","0.824","0.00%"
"Nov 20, 2020","0.824","0.820","0.850","0.818","-2.14%"
"Nov 19, 2020","0.842","0.860","0.867","0.831","-3.20%"
"Nov 18, 2020","0.870","0.862","0.893","0.836","0.95%"
"Nov 17, 2020","0.862","0.905","0.916","0.859","-5.40%"
"Nov 16, 2020","0.911","0.900","0.931","0.873","1.10%"
"Nov 15, 2020","0.901","0.901","0.901","0.901","0.37%"
"Nov 13, 2020","0.898","0.885","0.901","0.864","1.66%"
"Nov 12, 2020","0.883","0.952","0.964","0.878","-9.59%"
"Nov 11, 2020","0.977","0.977","0.977","0.977","1.81%"
"Nov 10, 2020","0.960","0.927","0.973","0.908","3.90%"
"Nov 09, 2020","0.924","0.830","0.975","0.798","11.22%"
"Nov 08, 2020","0.830","0.834","0.834","0.830","1.24%"
"Nov 06, 2020","0.820","0.763","0.837","0.758","7.02%"
"Nov 05, 2020","0.766","0.756","0.790","0.718","-0.65%"
"Nov 04, 2020","0.771","0.928","0.945","0.756","-13.91%"
"Nov 03, 2020","0.896","0.852","0.901","0.852","5.18%"
"Nov 02, 2020","0.852","0.855","0.874","0.828","-0.78%"
"Nov 01, 2020","0.859","0.855","0.859","0.855","-1.74%"
"Oct 30, 2020","0.874","0.831","0.877","0.805","5.09%"
"Oct 29, 2020","0.831","0.779","0.841","0.769","7.37%"
"Oct 28, 2020","0.774","0.766","0.784","0.746","0.44%"
"Oct 27, 2020","0.771","0.794","0.809","0.768","-3.96%"
"Oct 26, 2020","0.803","0.828","0.831","0.791","-4.59%"
"Oct 23, 2020","0.841","0.858","0.872","0.831","-2.32%"
"Oct 22, 2020","0.861","0.814","0.870","0.804","4.92%"
"Oct 21, 2020","0.821","0.799","0.836","0.797","4.48%"
"Oct 20, 2020","0.786","0.769","0.801","0.764","1.74%"
"Oct 19, 2020","0.772","0.759","0.781","0.754","1.54%"
"Oct 18, 2020","0.761","0.762","0.762","0.761","1.56%"
"Oct 16, 2020","0.749","0.736","0.757","0.721","1.35%"
"Oct 15, 2020","0.739","0.724","0.740","0.691","1.61%"
"Oct 14, 2020","0.727","0.730","0.735","0.709","-0.23%"
"Oct 13, 2020","0.729","0.760","0.769","0.726","-4.56%"
"Oct 12, 2020","0.764","0.764","0.764","0.764","-1.93%"
"Oct 09, 2020","0.779","0.777","0.799","0.760","0.00%"
"Oct 08, 2020","0.779","0.780","0.787","0.762","-0.64%"
"Oct 07, 2020","0.784","0.740","0.797","0.739","6.80%"
"Oct 06, 2020","0.734","0.775","0.792","0.727","-5.76%"
"Oct 05, 2020","0.778","0.710","0.783","0.699","10.33%"
"Oct 04, 2020","0.706","0.709","0.709","0.706","0.24%"
"Oct 02, 2020","0.704","0.682","0.706","0.653","3.64%"
"Oct 01, 2020","0.679","0.689","0.720","0.669","-0.96%"
"Sep 30, 2020","0.686","0.651","0.704","0.641","5.30%"
"Sep 29, 2020","0.651","0.658","0.663","0.641","-0.99%"
"Sep 28, 2020","0.658","0.658","0.674","0.654","0.00%"
"Sep 27, 2020","0.658","0.656","0.658","0.656","0.24%"
"Sep 25, 2020","0.656","0.671","0.679","0.651","-1.71%"
"Sep 24, 2020","0.668","0.674","0.681","0.661","-1.45%"
"Sep 23, 2020","0.677","0.676","0.692","0.656","0.97%"
"Sep 22, 2020","0.671","0.666","0.681","0.659","0.25%"
"Sep 21, 2020","0.669","0.682","0.692","0.648","-4.00%"
"Sep 18, 2020","0.697","0.689","0.699","0.668","1.21%"
"Sep 17, 2020","0.689","0.690","0.692","0.646","-1.40%"
"Sep 16, 2020","0.698","0.672","0.702","0.656","2.65%"
"Sep 15, 2020","0.680","0.674","0.689","0.666","0.73%"
"Sep 14, 2020","0.676","0.672","0.680","0.651","0.73%"
"Sep 13, 2020","0.671","0.671","0.671","0.671","0.25%"
"Sep 11, 2020","0.669","0.680","0.697","0.664","-1.92%"
"Sep 10, 2020","0.682","0.698","0.723","0.677","-2.33%"
"Sep 09, 2020","0.698","0.667","0.710","0.659","2.40%"
"Sep 08, 2020","0.682","0.720","0.721","0.664","-5.24%"
"Sep 07, 2020","0.720","0.720","0.720","0.720","-0.22%"
"Sep 04, 2020","0.721","0.628","0.725","0.628","13.34%"
"Sep 03, 2020","0.636","0.648","0.669","0.604","-1.74%"
"Sep 02, 2020","0.648","0.675","0.693","0.643","-3.63%"
"Sep 01, 2020","0.672","0.713","0.731","0.669","-4.86%"
"Aug 31, 2020","0.706","0.723","0.749","0.692","-2.48%"
"Aug 30, 2020","0.724","0.724","0.724","0.724","0.00%"
"Aug 28, 2020","0.724","0.762","0.789","0.713","-3.90%"
"Aug 27, 2020","0.754","0.685","0.756","0.649","9.50%"
"Aug 26, 2020","0.688","0.687","0.721","0.685","0.00%"
"Aug 25, 2020","0.688","0.656","0.716","0.654","5.21%"
"Aug 24, 2020","0.654","0.632","0.657","0.622","3.59%"
"Aug 23, 2020","0.632","0.632","0.632","0.632","-0.75%"
"Aug 21, 2020","0.636","0.649","0.662","0.623","-2.48%"
"Aug 20, 2020","0.652","0.677","0.680","0.638","-4.74%"
"Aug 19, 2020","0.685","0.664","0.690","0.646","2.18%"
"Aug 18, 2020","0.670","0.682","0.688","0.657","-3.05%"
"Aug 17, 2020","0.692","0.713","0.714","0.667","-2.96%"
"Aug 16, 2020","0.713","0.711","0.713","0.711","0.45%"
"Aug 14, 2020","0.709","0.717","0.722","0.690","-1.13%"
"Aug 13, 2020","0.717","0.674","0.727","0.649","6.60%"
"Aug 12, 2020","0.673","0.632","0.691","0.625","4.65%"
"Aug 11, 2020","0.643","0.572","0.661","0.569","10.80%"
"Aug 10, 2020","0.581","0.571","0.581","0.544","2.62%"
"Aug 09, 2020","0.566","0.566","0.566","0.566","0.00%"
"Aug 07, 2020","0.566","0.533","0.569","0.516","5.17%"
"Aug 06, 2020","0.538","0.546","0.556","0.504","-2.09%"
"Aug 05, 2020","0.549","0.512","0.553","0.507","7.35%"
"Aug 04, 2020","0.512","0.556","0.563","0.505","-7.67%"
"Aug 03, 2020","0.554","0.535","0.572","0.535","3.98%"
"Aug 02, 2020","0.533","0.531","0.533","0.531","0.00%"
"Jul 31, 2020","0.533","0.543","0.564","0.520","-2.11%"
"Jul 30, 2020","0.545","0.572","0.579","0.536","-5.66%"
"Jul 29, 2020","0.577","0.579","0.595","0.564","-0.29%"
"Jul 28, 2020","0.579","0.615","0.637","0.576","-5.87%"
"Jul 27, 2020","0.615","0.590","0.618","0.569","3.59%"
"Jul 26, 2020","0.594","0.592","0.594","0.592","1.12%"
"Jul 24, 2020","0.587","0.581","0.597","0.556","1.70%"
"Jul 23, 2020","0.577","0.599","0.600","0.574","-3.83%"
"Jul 22, 2020","0.600","0.605","0.607","0.582","-0.81%"
"Jul 21, 2020","0.605","0.612","0.627","0.594","-1.34%"
"Jul 20, 2020","0.613","0.628","0.630","0.602","-1.57%"
"Jul 17, 2020","0.623","0.617","0.632","0.599","0.79%"
"Jul 16, 2020","0.618","0.628","0.635","0.600","-2.34%"
"Jul 15, 2020","0.633","0.638","0.658","0.617","1.31%"
"Jul 14, 2020","0.625","0.623","0.635","0.600","1.07%"
"Jul 13, 2020","0.618","0.630","0.664","0.617","-3.83%"
"Jul 10, 2020","0.643","0.618","0.648","0.569","4.81%"
"Jul 09, 2020","0.613","0.664","0.666","0.599","-7.88%"
"Jul 08, 2020","0.666","0.646","0.674","0.641","4.11%"
"Jul 07, 2020","0.640","0.679","0.691","0.633","-5.58%"
"Jul 06, 2020","0.678","0.676","0.712","0.674","0.24%"
"Jul 05, 2020","0.676","0.673","0.676","0.673","0.99%"
"Jul 02, 2020","0.669","0.679","0.724","0.664","-0.96%"
"Jul 01, 2020","0.676","0.658","0.702","0.658","2.75%"
