Country,Code,Year,Start Month,Start Day,End Month,End Day,Start Date (Temp),End Date (Temp),Start Date (String),End Date (String),Consumer Price Index (CPI)
Malaysia,MYS,1996,12,1,12,31,12/1/1996,12/31/1996,12/2/1996,12/31/1996,72.26
Malaysia,MYS,1997,1,1,1,31,1/1/1997,1/31/1997,1/1/1997,1/31/1997,72.59
Malaysia,MYS,1997,2,1,2,28,2/1/1997,2/28/1997,2/3/1997,2/28/1997,72.99
Malaysia,MYS,1997,3,1,3,31,3/1/1997,3/31/1997,3/3/1997,3/31/1997,72.86
Malaysia,MYS,1997,4,1,4,30,4/1/1997,4/30/1997,4/1/1997,4/30/1997,72.73
Malaysia,MYS,1997,5,1,5,31,5/1/1997,5/31/1997,5/1/1997,5/30/1997,73.06
Malaysia,MYS,1997,6,1,6,30,6/1/1997,6/30/1997,6/2/1997,6/30/1997,72.99
Malaysia,MYS,1997,7,1,7,31,7/1/1997,7/31/1997,7/1/1997,7/31/1997,73.06
Malaysia,MYS,1997,8,1,8,31,8/1/1997,8/31/1997,8/1/1997,8/29/1997,73.26
Malaysia,MYS,1997,9,1,9,30,9/1/1997,9/30/1997,9/1/1997,9/30/1997,73.46
Malaysia,MYS,1997,10,1,10,31,10/1/1997,10/31/1997,10/1/1997,10/31/1997,73.73
Malaysia,MYS,1997,11,1,11,30,11/1/1997,11/30/1997,11/3/1997,11/28/1997,73.99
Malaysia,MYS,1997,12,1,12,31,12/1/1997,12/31/1997,12/1/1997,12/31/1997,74.33
Malaysia,MYS,1998,1,1,1,31,1/1/1998,1/31/1998,1/1/1998,1/30/1998,75.06
Malaysia,MYS,1998,2,1,2,28,2/1/1998,2/28/1998,2/2/1998,2/27/1998,76.19
Malaysia,MYS,1998,3,1,3,31,3/1/1998,3/31/1998,3/2/1998,3/31/1998,76.59
Malaysia,MYS,1998,4,1,4,30,4/1/1998,4/30/1998,4/1/1998,4/30/1998,76.79
Malaysia,MYS,1998,5,1,5,31,5/1/1998,5/31/1998,5/1/1998,5/29/1998,76.99
Malaysia,MYS,1998,6,1,6,30,6/1/1998,6/30/1998,6/1/1998,6/30/1998,77.53
Malaysia,MYS,1998,7,1,7,31,7/1/1998,7/31/1998,7/1/1998,7/31/1998,77.33
Malaysia,MYS,1998,8,1,8,31,8/1/1998,8/31/1998,8/3/1998,8/31/1998,77.39
Malaysia,MYS,1998,9,1,9,30,9/1/1998,9/30/1998,9/1/1998,9/30/1998,77.53
Malaysia,MYS,1998,10,1,10,31,10/1/1998,10/31/1998,10/1/1998,10/30/1998,77.59
Malaysia,MYS,1998,11,1,11,30,11/1/1998,11/30/1998,11/2/1998,11/30/1998,78.13
Malaysia,MYS,1998,12,1,12,31,12/1/1998,12/31/1998,12/1/1998,12/31/1998,78.26
Malaysia,MYS,1999,1,1,1,31,1/1/1999,1/31/1999,1/1/1999,1/29/1999,78.93
Malaysia,MYS,1999,2,1,2,28,2/1/1999,2/28/1999,2/1/1999,2/26/1999,79.06
Malaysia,MYS,1999,3,1,3,31,3/1/1999,3/31/1999,3/1/1999,3/31/1999,78.93
Malaysia,MYS,1999,4,1,4,30,4/1/1999,4/30/1999,4/1/1999,4/30/1999,78.99
Malaysia,MYS,1999,5,1,5,31,5/1/1999,5/31/1999,5/3/1999,5/31/1999,79.26
Malaysia,MYS,1999,6,1,6,30,6/1/1999,6/30/1999,6/1/1999,6/30/1999,79.19
Malaysia,MYS,1999,7,1,7,31,7/1/1999,7/31/1999,7/1/1999,7/30/1999,79.26
Malaysia,MYS,1999,8,1,8,31,8/1/1999,8/31/1999,8/2/1999,8/31/1999,79.19
Malaysia,MYS,1999,9,1,9,30,9/1/1999,9/30/1999,9/1/1999,9/30/1999,79.19
Malaysia,MYS,1999,10,1,10,31,10/1/1999,10/31/1999,10/1/1999,10/29/1999,79.19
Malaysia,MYS,1999,11,1,11,30,11/1/1999,11/30/1999,11/1/1999,11/30/1999,79.39
Malaysia,MYS,1999,12,1,12,31,12/1/1999,12/31/1999,12/1/1999,12/31/1999,80.19
Malaysia,MYS,2000,1,1,1,31,1/1/2000,1/31/2000,1/3/2000,1/31/2000,80.21
Malaysia,MYS,2000,2,1,2,29,2/1/2000,2/29/2000,2/1/2000,2/29/2000,80.29
Malaysia,MYS,2000,3,1,3,31,3/1/2000,3/31/2000,3/1/2000,3/31/2000,80.21
Malaysia,MYS,2000,4,1,4,30,4/1/2000,4/30/2000,4/3/2000,4/28/2000,80.21
Malaysia,MYS,2000,5,1,5,31,5/1/2000,5/31/2000,5/1/2000,5/31/2000,80.29
Malaysia,MYS,2000,6,1,6,30,6/1/2000,6/30/2000,6/1/2000,6/30/2000,80.29
Malaysia,MYS,2000,7,1,7,31,7/1/2000,7/31/2000,7/3/2000,7/31/2000,80.37
Malaysia,MYS,2000,8,1,8,31,8/1/2000,8/31/2000,8/1/2000,8/31/2000,80.37
Malaysia,MYS,2000,9,1,9,30,9/1/2000,9/30/2000,9/1/2000,9/29/2000,80.37
Malaysia,MYS,2000,10,1,10,31,10/1/2000,10/31/2000,10/2/2000,10/31/2000,80.7
Malaysia,MYS,2000,11,1,11,30,11/1/2000,11/30/2000,11/1/2000,11/30/2000,80.86
Malaysia,MYS,2000,12,1,12,31,12/1/2000,12/31/2000,12/1/2000,12/29/2000,81.18
Malaysia,MYS,2001,1,1,1,31,1/1/2001,1/31/2001,1/1/2001,1/31/2001,81.42
Malaysia,MYS,2001,2,1,2,28,2/1/2001,2/28/2001,2/1/2001,2/28/2001,81.58
Malaysia,MYS,2001,3,1,3,31,3/1/2001,3/31/2001,3/1/2001,3/30/2001,81.42
Malaysia,MYS,2001,4,1,4,30,4/1/2001,4/30/2001,4/2/2001,4/30/2001,81.5
Malaysia,MYS,2001,5,1,5,31,5/1/2001,5/31/2001,5/1/2001,5/31/2001,81.58
Malaysia,MYS,2001,6,1,6,30,6/1/2001,6/30/2001,6/1/2001,6/29/2001,81.5
Malaysia,MYS,2001,7,1,7,31,7/1/2001,7/31/2001,7/2/2001,7/31/2001,81.5
Malaysia,MYS,2001,8,1,8,31,8/1/2001,8/31/2001,8/1/2001,8/31/2001,81.42
Malaysia,MYS,2001,9,1,9,30,9/1/2001,9/30/2001,9/3/2001,9/28/2001,81.5
Malaysia,MYS,2001,10,1,10,31,10/1/2001,10/31/2001,10/1/2001,10/31/2001,81.42
Malaysia,MYS,2001,11,1,11,30,11/1/2001,11/30/2001,11/1/2001,11/30/2001,82.06
Malaysia,MYS,2001,12,1,12,31,12/1/2001,12/31/2001,12/3/2001,12/31/2001,82.14
Malaysia,MYS,2002,1,1,1,31,1/1/2002,1/31/2002,1/1/2002,1/31/2002,82.31
Malaysia,MYS,2002,2,1,2,28,2/1/2002,2/28/2002,2/1/2002,2/28/2002,82.55
Malaysia,MYS,2002,3,1,3,31,3/1/2002,3/31/2002,3/1/2002,3/29/2002,83.11
Malaysia,MYS,2002,4,1,4,30,4/1/2002,4/30/2002,4/1/2002,4/30/2002,83.03
Malaysia,MYS,2002,5,1,5,31,5/1/2002,5/31/2002,5/1/2002,5/31/2002,83.11
Malaysia,MYS,2002,6,1,6,30,6/1/2002,6/30/2002,6/3/2002,6/28/2002,83.19
Malaysia,MYS,2002,7,1,7,31,7/1/2002,7/31/2002,7/1/2002,7/31/2002,83.19
Malaysia,MYS,2002,8,1,8,31,8/1/2002,8/31/2002,8/1/2002,8/30/2002,83.11
Malaysia,MYS,2002,9,1,9,30,9/1/2002,9/30/2002,9/2/2002,9/30/2002,83.19
Malaysia,MYS,2002,10,1,10,31,10/1/2002,10/31/2002,10/1/2002,10/31/2002,83.11
Malaysia,MYS,2002,11,1,11,30,11/1/2002,11/30/2002,11/1/2002,11/29/2002,83.35
Malaysia,MYS,2002,12,1,12,31,12/1/2002,12/31/2002,12/2/2002,12/31/2002,83.51
Malaysia,MYS,2003,1,1,1,31,1/1/2003,1/31/2003,1/1/2003,1/31/2003,83.67
Malaysia,MYS,2003,2,1,2,28,2/1/2003,2/28/2003,2/3/2003,2/28/2003,83.83
Malaysia,MYS,2003,3,1,3,31,3/1/2003,3/31/2003,3/3/2003,3/31/2003,83.67
Malaysia,MYS,2003,4,1,4,30,4/1/2003,4/30/2003,4/1/2003,4/30/2003,83.83
Malaysia,MYS,2003,5,1,5,31,5/1/2003,5/31/2003,5/1/2003,5/30/2003,83.91
Malaysia,MYS,2003,6,1,6,30,6/1/2003,6/30/2003,6/2/2003,6/30/2003,83.83
Malaysia,MYS,2003,7,1,7,31,7/1/2003,7/31/2003,7/1/2003,7/31/2003,83.99
Malaysia,MYS,2003,8,1,8,31,8/1/2003,8/31/2003,8/1/2003,8/29/2003,83.91
Malaysia,MYS,2003,9,1,9,30,9/1/2003,9/30/2003,9/1/2003,9/30/2003,84.08
Malaysia,MYS,2003,10,1,10,31,10/1/2003,10/31/2003,10/1/2003,10/31/2003,83.83
Malaysia,MYS,2003,11,1,11,30,11/1/2003,11/30/2003,11/3/2003,11/28/2003,84.24
Malaysia,MYS,2003,12,1,12,31,12/1/2003,12/31/2003,12/1/2003,12/31/2003,83.83
Malaysia,MYS,2004,1,1,1,31,1/1/2004,1/31/2004,1/1/2004,1/30/2004,84.48
Malaysia,MYS,2004,2,1,2,29,2/1/2004,2/29/2004,2/2/2004,2/27/2004,84.56
Malaysia,MYS,2004,3,1,3,31,3/1/2004,3/31/2004,3/1/2004,3/31/2004,84.48
Malaysia,MYS,2004,4,1,4,30,4/1/2004,4/30/2004,4/1/2004,4/30/2004,84.64
Malaysia,MYS,2004,5,1,5,31,5/1/2004,5/31/2004,5/3/2004,5/31/2004,84.88
Malaysia,MYS,2004,6,1,6,30,6/1/2004,6/30/2004,6/1/2004,6/30/2004,84.96
Malaysia,MYS,2004,7,1,7,31,7/1/2004,7/31/2004,7/1/2004,7/30/2004,85.12
Malaysia,MYS,2004,8,1,8,31,8/1/2004,8/31/2004,8/2/2004,8/31/2004,85.12
Malaysia,MYS,2004,9,1,9,30,9/1/2004,9/30/2004,9/1/2004,9/30/2004,85.44
Malaysia,MYS,2004,10,1,10,31,10/1/2004,10/31/2004,10/1/2004,10/29/2004,85.93
Malaysia,MYS,2004,11,1,11,30,11/1/2004,11/30/2004,11/1/2004,11/30/2004,86.09
Malaysia,MYS,2004,12,1,12,31,12/1/2004,12/31/2004,12/1/2004,12/31/2004,86.25
Malaysia,MYS,2005,1,1,1,31,1/1/2005,1/31/2005,1/3/2005,1/31/2005,86.48
Malaysia,MYS,2005,2,1,2,28,2/1/2005,2/28/2005,2/1/2005,2/28/2005,86.56
Malaysia,MYS,2005,3,1,3,31,3/1/2005,3/31/2005,3/1/2005,3/31/2005,86.56
Malaysia,MYS,2005,4,1,4,30,4/1/2005,4/30/2005,4/1/2005,4/29/2005,86.74
Malaysia,MYS,2005,5,1,5,31,5/1/2005,5/31/2005,5/2/2005,5/31/2005,87.44
Malaysia,MYS,2005,6,1,6,30,6/1/2005,6/30/2005,6/1/2005,6/30/2005,87.62
Malaysia,MYS,2005,7,1,7,31,7/1/2005,7/31/2005,7/1/2005,7/29/2005,87.62
Malaysia,MYS,2005,8,1,8,31,8/1/2005,8/31/2005,8/1/2005,8/31/2005,88.23
Malaysia,MYS,2005,9,1,9,30,9/1/2005,9/30/2005,9/1/2005,9/30/2005,88.41
Malaysia,MYS,2005,10,1,10,31,10/1/2005,10/31/2005,10/3/2005,10/31/2005,88.58
Malaysia,MYS,2005,11,1,11,30,11/1/2005,11/30/2005,11/1/2005,11/30/2005,88.93
Malaysia,MYS,2005,12,1,12,31,12/1/2005,12/31/2005,12/1/2005,12/30/2005,89.02
Malaysia,MYS,2006,1,1,1,31,1/1/2006,1/31/2006,1/2/2006,1/31/2006,89.28
Malaysia,MYS,2006,2,1,2,28,2/1/2006,2/28/2006,2/1/2006,2/28/2006,89.37
Malaysia,MYS,2006,3,1,3,31,3/1/2006,3/31/2006,3/1/2006,3/31/2006,90.69
Malaysia,MYS,2006,4,1,4,30,4/1/2006,4/30/2006,4/3/2006,4/28/2006,90.69
Malaysia,MYS,2006,5,1,5,31,5/1/2006,5/31/2006,5/1/2006,5/31/2006,90.86
Malaysia,MYS,2006,6,1,6,30,6/1/2006,6/30/2006,6/1/2006,6/30/2006,91.04
Malaysia,MYS,2006,7,1,7,31,7/1/2006,7/31/2006,7/3/2006,7/31/2006,91.21
Malaysia,MYS,2006,8,1,8,31,8/1/2006,8/31/2006,8/1/2006,8/31/2006,91.13
Malaysia,MYS,2006,9,1,9,30,9/1/2006,9/30/2006,9/1/2006,9/29/2006,91.3
Malaysia,MYS,2006,10,1,10,31,10/1/2006,10/31/2006,10/2/2006,10/31/2006,91.3
Malaysia,MYS,2006,11,1,11,30,11/1/2006,11/30/2006,11/1/2006,11/30/2006,91.56
Malaysia,MYS,2006,12,1,12,31,12/1/2006,12/31/2006,12/1/2006,12/29/2006,91.74
Malaysia,MYS,2007,1,1,1,31,1/1/2007,1/31/2007,1/1/2007,1/31/2007,92.18
Malaysia,MYS,2007,2,1,2,28,2/1/2007,2/28/2007,2/1/2007,2/28/2007,92.18
Malaysia,MYS,2007,3,1,3,31,3/1/2007,3/31/2007,3/1/2007,3/30/2007,92.09
Malaysia,MYS,2007,4,1,4,30,4/1/2007,4/30/2007,4/2/2007,4/30/2007,92.09
Malaysia,MYS,2007,5,1,5,31,5/1/2007,5/31/2007,5/1/2007,5/31/2007,92.18
Malaysia,MYS,2007,6,1,6,30,6/1/2007,6/30/2007,6/1/2007,6/29/2007,92.35
Malaysia,MYS,2007,7,1,7,31,7/1/2007,7/31/2007,7/2/2007,7/31/2007,92.7
Malaysia,MYS,2007,8,1,8,31,8/1/2007,8/31/2007,8/1/2007,8/31/2007,92.88
Malaysia,MYS,2007,9,1,9,30,9/1/2007,9/30/2007,9/3/2007,9/28/2007,92.97
Malaysia,MYS,2007,10,1,10,31,10/1/2007,10/31/2007,10/1/2007,10/31/2007,93.05
Malaysia,MYS,2007,11,1,11,30,11/1/2007,11/30/2007,11/1/2007,11/30/2007,93.67
Malaysia,MYS,2007,12,1,12,31,12/1/2007,12/31/2007,12/3/2007,12/31/2007,93.93
Malaysia,MYS,2008,1,1,1,31,1/1/2008,1/31/2008,1/1/2008,1/31/2008,94.28
Malaysia,MYS,2008,2,1,2,29,2/1/2008,2/29/2008,2/1/2008,2/29/2008,94.63
Malaysia,MYS,2008,3,1,3,31,3/1/2008,3/31/2008,3/3/2008,3/31/2008,94.63
Malaysia,MYS,2008,4,1,4,30,4/1/2008,4/30/2008,4/1/2008,4/30/2008,94.9
Malaysia,MYS,2008,5,1,5,31,5/1/2008,5/31/2008,5/1/2008,5/30/2008,95.69
Malaysia,MYS,2008,6,1,6,30,6/1/2008,6/30/2008,6/2/2008,6/30/2008,99.46
Malaysia,MYS,2008,7,1,7,31,7/1/2008,7/31/2008,7/1/2008,7/31/2008,100.6
Malaysia,MYS,2008,8,1,8,31,8/1/2008,8/31/2008,8/1/2008,8/29/2008,100.77
Malaysia,MYS,2008,9,1,9,30,9/1/2008,9/30/2008,9/1/2008,9/30/2008,100.6
Malaysia,MYS,2008,10,1,10,31,10/1/2008,10/31/2008,10/1/2008,10/31/2008,100.16
Malaysia,MYS,2008,11,1,11,30,11/1/2008,11/30/2008,11/3/2008,11/28/2008,99.02
Malaysia,MYS,2008,12,1,12,31,12/1/2008,12/31/2008,12/1/2008,12/31/2008,98.05
Malaysia,MYS,2009,1,1,1,31,1/1/2009,1/31/2009,1/1/2009,1/30/2009,97.97
Malaysia,MYS,2009,2,1,2,28,2/1/2009,2/28/2009,2/2/2009,2/27/2009,98.14
Malaysia,MYS,2009,3,1,3,31,3/1/2009,3/31/2009,3/2/2009,3/31/2009,97.97
Malaysia,MYS,2009,4,1,4,30,4/1/2009,4/30/2009,4/1/2009,4/30/2009,97.79
Malaysia,MYS,2009,5,1,5,31,5/1/2009,5/31/2009,5/1/2009,5/29/2009,97.97
Malaysia,MYS,2009,6,1,6,30,6/1/2009,6/30/2009,6/1/2009,6/30/2009,98.05
Malaysia,MYS,2009,7,1,7,31,7/1/2009,7/31/2009,7/1/2009,7/31/2009,98.14
Malaysia,MYS,2009,8,1,8,31,8/1/2009,8/31/2009,8/3/2009,8/31/2009,98.32
Malaysia,MYS,2009,9,1,9,30,9/1/2009,9/30/2009,9/1/2009,9/30/2009,98.58
Malaysia,MYS,2009,10,1,10,31,10/1/2009,10/31/2009,10/1/2009,10/30/2009,98.67
Malaysia,MYS,2009,11,1,11,30,11/1/2009,11/30/2009,11/2/2009,11/30/2009,98.93
Malaysia,MYS,2009,12,1,12,31,12/1/2009,12/31/2009,12/1/2009,12/31/2009,99.11
Malaysia,MYS,2010,1,1,1,31,1/1/2010,1/31/2010,1/1/2010,1/29/2010,99.38
Malaysia,MYS,2010,2,1,2,28,2/1/2010,2/28/2010,2/1/2010,2/26/2010,99.38
Malaysia,MYS,2010,3,1,3,31,3/1/2010,3/31/2010,3/1/2010,3/31/2010,99.38
Malaysia,MYS,2010,4,1,4,30,4/1/2010,4/30/2010,4/1/2010,4/30/2010,99.38
Malaysia,MYS,2010,5,1,5,31,5/1/2010,5/31/2010,5/3/2010,5/31/2010,99.58
Malaysia,MYS,2010,6,1,6,30,6/1/2010,6/30/2010,6/1/2010,6/30/2010,99.68
Malaysia,MYS,2010,7,1,7,31,7/1/2010,7/31/2010,7/1/2010,7/30/2010,99.98
Malaysia,MYS,2010,8,1,8,31,8/1/2010,8/31/2010,8/2/2010,8/31/2010,100.28
Malaysia,MYS,2010,9,1,9,30,9/1/2010,9/30/2010,9/1/2010,9/30/2010,100.38
Malaysia,MYS,2010,10,1,10,31,10/1/2010,10/31/2010,10/1/2010,10/29/2010,100.58
Malaysia,MYS,2010,11,1,11,30,11/1/2010,11/30/2010,11/1/2010,11/30/2010,100.78
Malaysia,MYS,2010,12,1,12,31,12/1/2010,12/31/2010,12/1/2010,12/31/2010,101.18
Malaysia,MYS,2011,1,1,1,31,1/1/2011,1/31/2011,1/3/2011,1/31/2011,101.78
Malaysia,MYS,2011,2,1,2,28,2/1/2011,2/28/2011,2/1/2011,2/28/2011,102.28
Malaysia,MYS,2011,3,1,3,31,3/1/2011,3/31/2011,3/1/2011,3/31/2011,102.38
Malaysia,MYS,2011,4,1,4,30,4/1/2011,4/30/2011,4/1/2011,4/29/2011,102.58
Malaysia,MYS,2011,5,1,5,31,5/1/2011,5/31/2011,5/2/2011,5/31/2011,102.88
Malaysia,MYS,2011,6,1,6,30,6/1/2011,6/30/2011,6/1/2011,6/30/2011,103.18
Malaysia,MYS,2011,7,1,7,31,7/1/2011,7/31/2011,7/1/2011,7/29/2011,103.38
Malaysia,MYS,2011,8,1,8,31,8/1/2011,8/31/2011,8/1/2011,8/31/2011,103.58
Malaysia,MYS,2011,9,1,9,30,9/1/2011,9/30/2011,9/1/2011,9/30/2011,103.78
Malaysia,MYS,2011,10,1,10,31,10/1/2011,10/31/2011,10/3/2011,10/31/2011,103.98
Malaysia,MYS,2011,11,1,11,30,11/1/2011,11/30/2011,11/1/2011,11/30/2011,104.08
Malaysia,MYS,2011,12,1,12,31,12/1/2011,12/31/2011,12/1/2011,12/30/2011,104.18
Malaysia,MYS,2012,1,1,1,31,1/1/2012,1/31/2012,1/2/2012,1/31/2012,104.48
Malaysia,MYS,2012,2,1,2,29,2/1/2012,2/29/2012,2/1/2012,2/29/2012,104.48
Malaysia,MYS,2012,3,1,3,31,3/1/2012,3/31/2012,3/1/2012,3/30/2012,104.48
Malaysia,MYS,2012,4,1,4,30,4/1/2012,4/30/2012,4/2/2012,4/30/2012,104.48
Malaysia,MYS,2012,5,1,5,31,5/1/2012,5/31/2012,5/1/2012,5/31/2012,104.68
Malaysia,MYS,2012,6,1,6,30,6/1/2012,6/30/2012,6/1/2012,6/29/2012,104.78
Malaysia,MYS,2012,7,1,7,31,7/1/2012,7/31/2012,7/2/2012,7/31/2012,104.78
Malaysia,MYS,2012,8,1,8,31,8/1/2012,8/31/2012,8/1/2012,8/31/2012,104.98
Malaysia,MYS,2012,9,1,9,30,9/1/2012,9/30/2012,9/3/2012,9/28/2012,105.18
Malaysia,MYS,2012,10,1,10,31,10/1/2012,10/31/2012,10/1/2012,10/31/2012,105.38
Malaysia,MYS,2012,11,1,11,30,11/1/2012,11/30/2012,11/1/2012,11/30/2012,105.48
Malaysia,MYS,2012,12,1,12,31,12/1/2012,12/31/2012,12/3/2012,12/31/2012,105.48
Malaysia,MYS,2013,1,1,1,31,1/1/2013,1/31/2013,1/1/2013,1/31/2013,105.88
Malaysia,MYS,2013,2,1,2,28,2/1/2013,2/28/2013,2/1/2013,2/28/2013,106.08
Malaysia,MYS,2013,3,1,3,31,3/1/2013,3/31/2013,3/1/2013,3/29/2013,106.18
Malaysia,MYS,2013,4,1,4,30,4/1/2013,4/30/2013,4/1/2013,4/30/2013,106.28
Malaysia,MYS,2013,5,1,5,31,5/1/2013,5/31/2013,5/1/2013,5/31/2013,106.58
Malaysia,MYS,2013,6,1,6,30,6/1/2013,6/30/2013,6/3/2013,6/28/2013,106.68
Malaysia,MYS,2013,7,1,7,31,7/1/2013,7/31/2013,7/1/2013,7/31/2013,106.88
Malaysia,MYS,2013,8,1,8,31,8/1/2013,8/31/2013,8/1/2013,8/30/2013,106.98
Malaysia,MYS,2013,9,1,9,30,9/1/2013,9/30/2013,9/2/2013,9/30/2013,107.88
Malaysia,MYS,2013,10,1,10,31,10/1/2013,10/31/2013,10/1/2013,10/31/2013,108.28
Malaysia,MYS,2013,11,1,11,30,11/1/2013,11/30/2013,11/1/2013,11/29/2013,108.58
Malaysia,MYS,2013,12,1,12,31,12/1/2013,12/31/2013,12/2/2013,12/31/2013,108.88
Malaysia,MYS,2014,1,1,1,31,1/1/2014,1/31/2014,1/1/2014,1/31/2014,109.48
Malaysia,MYS,2014,2,1,2,28,2/1/2014,2/28/2014,2/3/2014,2/28/2014,109.78
Malaysia,MYS,2014,3,1,3,31,3/1/2014,3/31/2014,3/3/2014,3/31/2014,109.88
Malaysia,MYS,2014,4,1,4,30,4/1/2014,4/30/2014,4/1/2014,4/30/2014,109.88
Malaysia,MYS,2014,5,1,5,31,5/1/2014,5/31/2014,5/1/2014,5/30/2014,109.98
Malaysia,MYS,2014,6,1,6,30,6/1/2014,6/30/2014,6/2/2014,6/30/2014,110.18
Malaysia,MYS,2014,7,1,7,31,7/1/2014,7/31/2014,7/1/2014,7/31/2014,110.28
Malaysia,MYS,2014,8,1,8,31,8/1/2014,8/31/2014,8/1/2014,8/29/2014,110.48
Malaysia,MYS,2014,9,1,9,30,9/1/2014,9/30/2014,9/1/2014,9/30/2014,110.68
Malaysia,MYS,2014,10,1,10,31,10/1/2014,10/31/2014,10/1/2014,10/31/2014,111.28
Malaysia,MYS,2014,11,1,11,30,11/1/2014,11/30/2014,11/3/2014,11/28/2014,111.88
Malaysia,MYS,2014,12,1,12,31,12/1/2014,12/31/2014,12/1/2014,12/31/2014,111.78
Malaysia,MYS,2015,1,1,1,31,1/1/2015,1/31/2015,1/1/2015,1/30/2015,110.6
Malaysia,MYS,2015,2,1,2,28,2/1/2015,2/28/2015,2/2/2015,2/27/2015,109.9
Malaysia,MYS,2015,3,1,3,31,3/1/2015,3/31/2015,3/2/2015,3/31/2015,110.9
Malaysia,MYS,2015,4,1,4,30,4/1/2015,4/30/2015,4/1/2015,4/30/2015,111.9
Malaysia,MYS,2015,5,1,5,31,5/1/2015,5/31/2015,5/1/2015,5/29/2015,112.3
Malaysia,MYS,2015,6,1,6,30,6/1/2015,6/30/2015,6/1/2015,6/30/2015,113
Malaysia,MYS,2015,7,1,7,31,7/1/2015,7/31/2015,7/1/2015,7/31/2015,113.9
Malaysia,MYS,2015,8,1,8,31,8/1/2015,8/31/2015,8/3/2015,8/31/2015,113.9
Malaysia,MYS,2015,9,1,9,30,9/1/2015,9/30/2015,9/1/2015,9/30/2015,113.6
Malaysia,MYS,2015,10,1,10,31,10/1/2015,10/31/2015,10/1/2015,10/30/2015,114.1
Malaysia,MYS,2015,11,1,11,30,11/1/2015,11/30/2015,11/2/2015,11/30/2015,114.8
Malaysia,MYS,2015,12,1,12,31,12/1/2015,12/31/2015,12/1/2015,12/31/2015,114.8
Malaysia,MYS,2016,1,1,1,31,1/1/2016,1/31/2016,1/1/2016,1/29/2016,114.5
Malaysia,MYS,2016,2,1,2,29,2/1/2016,2/29/2016,2/1/2016,2/29/2016,114.5
Malaysia,MYS,2016,3,1,3,31,3/1/2016,3/31/2016,3/1/2016,3/31/2016,113.8
Malaysia,MYS,2016,4,1,4,30,4/1/2016,4/30/2016,4/1/2016,4/29/2016,114.3
Malaysia,MYS,2016,5,1,5,31,5/1/2016,5/31/2016,5/2/2016,5/31/2016,114.6
Malaysia,MYS,2016,6,1,6,30,6/1/2016,6/30/2016,6/1/2016,6/30/2016,114.8
Malaysia,MYS,2016,7,1,7,31,7/1/2016,7/31/2016,7/1/2016,7/29/2016,115.1
Malaysia,MYS,2016,8,1,8,31,8/1/2016,8/31/2016,8/1/2016,8/31/2016,115.6
Malaysia,MYS,2016,9,1,9,30,9/1/2016,9/30/2016,9/1/2016,9/30/2016,115.3
Malaysia,MYS,2016,10,1,10,31,10/1/2016,10/31/2016,10/3/2016,10/31/2016,115.7
Malaysia,MYS,2016,11,1,11,30,11/1/2016,11/30/2016,11/1/2016,11/30/2016,116.9
Malaysia,MYS,2016,12,1,12,31,12/1/2016,12/31/2016,12/1/2016,12/30/2016,116.9
Malaysia,MYS,2017,1,1,1,31,1/1/2017,1/31/2017,1/2/2017,1/31/2017,118.2
Malaysia,MYS,2017,2,1,2,28,2/1/2017,2/28/2017,2/1/2017,2/28/2017,119.7
Malaysia,MYS,2017,3,1,3,31,3/1/2017,3/31/2017,3/1/2017,3/31/2017,119.6
Malaysia,MYS,2017,4,1,4,30,4/1/2017,4/30/2017,4/3/2017,4/28/2017,119.3
Malaysia,MYS,2017,5,1,5,31,5/1/2017,5/31/2017,5/1/2017,5/31/2017,119.1
Malaysia,MYS,2017,6,1,6,30,6/1/2017,6/30/2017,6/1/2017,6/30/2017,118.9
Malaysia,MYS,2017,7,1,7,31,7/1/2017,7/31/2017,7/3/2017,7/31/2017,118.8
Malaysia,MYS,2017,8,1,8,31,8/1/2017,8/31/2017,8/1/2017,8/31/2017,119.9
Malaysia,MYS,2017,9,1,9,30,9/1/2017,9/30/2017,9/1/2017,9/29/2017,120.3
Malaysia,MYS,2017,10,1,10,31,10/1/2017,10/31/2017,10/2/2017,10/31/2017,120.8
Malaysia,MYS,2017,11,1,11,30,11/1/2017,11/30/2017,11/1/2017,11/30/2017,120.8
Malaysia,MYS,2017,12,1,12,31,12/1/2017,12/31/2017,12/1/2017,12/29/2017,120.9
Malaysia,MYS,2018,1,1,1,31,1/1/2018,1/31/2018,1/1/2018,1/31/2018,121.3
Malaysia,MYS,2018,2,1,2,28,2/1/2018,2/28/2018,2/1/2018,2/28/2018,121.3
Malaysia,MYS,2018,3,1,3,31,3/1/2018,3/31/2018,3/1/2018,3/30/2018,120.9
Malaysia,MYS,2018,4,1,4,30,4/1/2018,4/30/2018,4/2/2018,4/30/2018,120.9
Malaysia,MYS,2018,5,1,5,31,5/1/2018,5/31/2018,5/1/2018,5/31/2018,121.1
Malaysia,MYS,2018,6,1,6,30,6/1/2018,6/30/2018,6/1/2018,6/29/2018,119.6
Malaysia,MYS,2018,7,1,7,31,7/1/2018,7/31/2018,7/2/2018,7/31/2018,119.8
Malaysia,MYS,2018,8,1,8,31,8/1/2018,8/31/2018,8/1/2018,8/31/2018,120
Malaysia,MYS,2018,9,1,9,30,9/1/2018,9/30/2018,9/3/2018,9/28/2018,120.5
